,firstname,lastname,party,total,individual,pac,contributor,race,state,icpsr
14,mitch,mcconnell,republican,46656,28156,18500,Raytheon Technologies,KYS1,KY,14921
15,mitch,mcconnell,republican,46617,46617,0,American Airlines Group,KYS1,KY,14921
16,mitch,mcconnell,republican,43743,43743,0,UnitedHealth Group,KYS1,KY,14921
17,mitch,mcconnell,republican,42320,35320,7000,Foley & Lardner,KYS1,KY,14921
18,mitch,mcconnell,republican,41938,36938,5000,MetLife Inc,KYS1,KY,14921
19,mitch,mcconnell,republican,41727,36727,5000,JPMorgan Chase & Co,KYS1,KY,14921
0,kyrsten,sinema,democrat,405588,395588,10000,Emily's List,AZS2,AZ,21300
1,kyrsten,sinema,democrat,208004,208004,0,Democracy Engine,AZS2,AZ,21300
2,kyrsten,sinema,democrat,165650,165650,0,Votesane PAC,AZS2,AZ,21300
3,kyrsten,sinema,democrat,69011,66011,3000,Google Inc,AZS2,AZ,21300
4,kyrsten,sinema,democrat,64350,64350,0,"Paul, Weiss et al",AZS2,AZ,21300
5,kyrsten,sinema,democrat,59038,59038,0,Arizona State University,AZS2,AZ,21300
6,kyrsten,sinema,democrat,53525,43525,10000,American Airlines,AZS2,AZ,21300
7,kyrsten,sinema,democrat,50398,40445,9953,League of Conservation Voters,AZS2,AZ,21300
8,kyrsten,sinema,democrat,49600,49600,0,Crescent Capital Group,AZS2,AZ,21300
9,kyrsten,sinema,democrat,48391,48391,0,University of Arizona,AZS2,AZ,21300
10,kyrsten,sinema,democrat,47425,25,47400,Democratic Senatorial Campaign Cmte,AZS2,AZ,21300
11,kyrsten,sinema,democrat,47425,25,47400,Democratic Senatorial Campaign Cmte,AZS2,AZ,21300
12,kyrsten,sinema,democrat,42815,42815,0,Snell & Wilmer,AZS2,AZ,21300
13,kyrsten,sinema,democrat,37050,37050,0,Motley Rice LLC,AZS2,AZ,21300
14,kyrsten,sinema,democrat,35046,35036,10,Womencount PAC,AZS2,AZ,21300
15,kyrsten,sinema,democrat,33650,23650,10000,Goldman Sachs,AZS2,AZ,21300
16,kyrsten,sinema,democrat,29549,28049,1500,"Akin, Gump et al",AZS2,AZ,21300
17,kyrsten,sinema,democrat,28650,20150,8500,American Express,AZS2,AZ,21300
18,kyrsten,sinema,democrat,27346,27346,0,"Wachtell, Lipton et al",AZS2,AZ,21300
19,kyrsten,sinema,democrat,26650,26650,0,DE Shaw & Co,AZS2,AZ,21300
20,kyrsten,sinema,democrat,24406,24406,0,Perkins Coie,AZS2,AZ,21300
0,jack,reed,democrat,54800,47800,7000,Lockheed Martin,RIS2,RI,29142
1,jack,reed,democrat,44625,39625,5000,L3Harris Technologies,RIS2,RI,29142
2,jack,reed,democrat,29525,25525,4000,General Dynamics,RIS2,RI,29142
3,jack,reed,democrat,23491,23491,0,Walt Disney Co                          ,RIS2,RI,29142
4,jack,reed,democrat,22650,13650,9000,General Atomics,RIS2,RI,29142
5,jack,reed,democrat,20000,20000,0,Century 21 Department Stores,RIS2,RI,29142
6,jack,reed,democrat,17500,7500,10000,Service Employees International Union,RIS2,RI,29142
7,jack,reed,democrat,16600,6600,10000,Comcast Corp,RIS2,RI,29142
8,jack,reed,democrat,16400,11400,5000,Greenberg Traurig LLP,RIS2,RI,29142
9,jack,reed,democrat,14000,14000,0,"Kramer, Levin et al",RIS2,RI,29142
10,jack,reed,democrat,13600,5600,8000,AFLAC Inc,RIS2,RI,29142
11,jack,reed,democrat,12500,0,12500,International Assn of Fire Fighters,RIS2,RI,29142
12,jack,reed,democrat,12000,2000,10000,CVS Health,RIS2,RI,29142
13,jack,reed,democrat,11500,1500,10000,Leidos Inc,RIS2,RI,29142
14,jack,reed,democrat,11200,11200,0,Democracy Engine,RIS2,RI,29142
15,jack,reed,democrat,11200,11200,0,Lyft Inc,RIS2,RI,29142
16,jack,reed,democrat,11000,11000,0,Innovative Defense Technologies,RIS2,RI,29142
17,jack,reed,democrat,10900,10900,0,Apollo Global Management,RIS2,RI,29142
18,jack,reed,democrat,10800,10800,0,Bluestem Asset Management,RIS2,RI,29142
19,jack,reed,democrat,10710,3710,7000,Raytheon Technologies,RIS2,RI,29142
20,marsha,blackburn,republican,282892,282892,0,Senate Conservatives Fund,TNS1,TN,20351
21,marsha,blackburn,republican,218704,218100,604,Club for Growth,TNS1,TN,20351
22,marsha,blackburn,republican,56150,46150,10000,CoreCivic Inc,TNS1,TN,20351
23,marsha,blackburn,republican,47400,0,47400,National Republican Senatorial Cmte,TNS1,TN,20351
24,marsha,blackburn,republican,40825,30825,10000,FedEx Corp,TNS1,TN,20351
25,marsha,blackburn,republican,39700,29700,10000,HCA Inc,TNS1,TN,20351
26,marsha,blackburn,republican,30500,20500,10000,Duke Energy,TNS1,TN,20351
27,marsha,blackburn,republican,30450,20450,10000,Comcast Corp,TNS1,TN,20351
28,marsha,blackburn,republican,30000,27000,3000,DISH Network,TNS1,TN,20351
29,marsha,blackburn,republican,29300,29300,0,Blackstone Group,TNS1,TN,20351
30,marsha,blackburn,republican,28350,18350,10000,AT&T Inc,TNS1,TN,20351
31,marsha,blackburn,republican,28210,28210,0,State of Tennessee,TNS1,TN,20351
32,marsha,blackburn,republican,27700,26700,1000,Tom James Co,TNS1,TN,20351
33,marsha,blackburn,republican,27600,17600,10000,CenturyLink,TNS1,TN,20351
34,marsha,blackburn,republican,27250,22250,5000,Jackson National Life Insurance,TNS1,TN,20351
35,marsha,blackburn,republican,27000,27000,0,Fitzgerald Glider Kits,TNS1,TN,20351
36,marsha,blackburn,republican,26200,16200,10000,Quicken Loans,TNS1,TN,20351
37,marsha,blackburn,republican,24800,24800,0,Southwestern Co,TNS1,TN,20351
38,marsha,blackburn,republican,24300,24300,0,Healthmark Ventures,TNS1,TN,20351
39,marsha,blackburn,republican,24100,24100,0,Powell Companies,TNS1,TN,20351
0,robert,menendez,democrat,248889,248889,0,NorPAC,NJS1,NJ,29373
1,robert,menendez,democrat,86362,86362,0,Lowenstein Sandler LLP,NJS1,NJ,29373
2,robert,menendez,democrat,65700,60700,5000,Federated Investors Inc,NJS1,NJ,29373
3,robert,menendez,democrat,51950,41950,10000,Gibbons PC,NJS1,NJ,29373
4,robert,menendez,democrat,51305,44305,7000,Greenberg Traurig LLP,NJS1,NJ,29373
5,robert,menendez,democrat,51200,51200,0,Panepinto Properties,NJS1,NJ,29373
6,robert,menendez,democrat,50750,50750,0,"Paul, Weiss et al",NJS1,NJ,29373
7,robert,menendez,democrat,49875,39875,10000,Prudential Financial,NJS1,NJ,29373
8,robert,menendez,democrat,48485,38485,10000,Goldman Sachs,NJS1,NJ,29373
9,robert,menendez,democrat,40000,40000,0,Motley Rice LLC,NJS1,NJ,29373
10,robert,menendez,democrat,38200,38200,0,Mack-Cali Realty,NJS1,NJ,29373
11,robert,menendez,democrat,35100,35100,0,"Pachulski, Stang et al",NJS1,NJ,29373
12,robert,menendez,democrat,34900,24900,10000,IDT Corp,NJS1,NJ,29373
13,robert,menendez,democrat,32500,32500,0,Inserra Supermarkets,NJS1,NJ,29373
14,robert,menendez,democrat,30650,30650,0,"Carella, Byrne et al",NJS1,NJ,29373
15,robert,menendez,democrat,30250,20250,10000,"Brownstein, Hyatt et al",NJS1,NJ,29373
16,robert,menendez,democrat,27205,17205,10000,Comcast Corp,NJS1,NJ,29373
17,robert,menendez,democrat,27200,26200,1000,Tom James Co,NJS1,NJ,29373
18,robert,menendez,democrat,27100,23100,4000,"Akin, Gump et al",NJS1,NJ,29373
19,robert,menendez,democrat,27000,27000,0,Leon Medical Centers                              ,NJS1,NJ,29373
0,dianne,feinstein,democrat,108450,98450,10000,EMILY's List,CAS2,CA,49300
1,dianne,feinstein,democrat,52035,42035,10000,PG&E Corp,CAS2,CA,49300
2,dianne,feinstein,democrat,45900,45900,0,Pisces Inc,CAS2,CA,49300
3,dianne,feinstein,democrat,42300,42300,0,JPMorgan Chase & Co,CAS2,CA,49300
4,dianne,feinstein,democrat,41900,31900,10000,Edison International,CAS2,CA,49300
5,dianne,feinstein,democrat,36400,27400,9000,Holland & Knight,CAS2,CA,49300
6,dianne,feinstein,democrat,36152,32902,3250,"Akin, Gump et al",CAS2,CA,49300
7,dianne,feinstein,democrat,34400,34400,0,Estee Lauder Companies,CAS2,CA,49300
8,dianne,feinstein,democrat,32525,22525,10000,General Atomics,CAS2,CA,49300
9,dianne,feinstein,democrat,32400,32400,0,JStreetPAC,CAS2,CA,49300
10,dianne,feinstein,democrat,31610,21610,10000,Qualcomm Inc,CAS2,CA,49300
11,dianne,feinstein,democrat,30000,30000,0,McStrauss Co,CAS2,CA,49300
12,dianne,feinstein,democrat,29600,21600,8000,SpaceX,CAS2,CA,49300
13,dianne,feinstein,democrat,28699,28699,0,Democracy Engine,CAS2,CA,49300
14,dianne,feinstein,democrat,28650,28650,0,"Casey, Gerry et al",CAS2,CA,49300
15,dianne,feinstein,democrat,27500,20800,6700,"Manatt, Phelps & Phillips",CAS2,CA,49300
16,dianne,feinstein,democrat,25300,20800,4500,Molina Healthcare,CAS2,CA,49300
17,dianne,feinstein,democrat,25112,25112,0,Southern California Edison,CAS2,CA,49300
18,dianne,feinstein,democrat,25010,15010,10000,Vail Resorts,CAS2,CA,49300
19,dianne,feinstein,democrat,24422,24422,0,San Francisco Unified School District,CAS2,CA,49300
0,mike,rounds,republican,27250,27250,0,Sanford Health,SDS2,SD,41505
1,mike,rounds,republican,23648,23648,0,State of South Dakota,SDS2,SD,41505
2,mike,rounds,republican,22700,12700,10000,Rock Holdings,SDS2,SD,41505
3,mike,rounds,republican,22400,22400,0,Avairpros,SDS2,SD,41505
4,mike,rounds,republican,20115,14115,6000,US Bancorp,SDS2,SD,41505
5,mike,rounds,republican,16800,16800,0,Amway/Alticor Inc,SDS2,SD,41505
6,mike,rounds,republican,15400,15400,0,Avera Health Systems                    ,SDS2,SD,41505
7,mike,rounds,republican,15020,15020,0,Blackstone Group                        ,SDS2,SD,41505
8,mike,rounds,republican,14400,9400,5000,Capital Group Companies,SDS2,SD,41505
9,mike,rounds,republican,14150,9150,5000,Blessey Marine Service,SDS2,SD,41505
10,mike,rounds,republican,13200,13200,0,Black Hills Harley-Davidson,SDS2,SD,41505
11,mike,rounds,republican,13025,3025,10000,American Bankers Assn,SDS2,SD,41505
12,mike,rounds,republican,13000,3000,10000,Cboe Global Markets,SDS2,SD,41505
13,mike,rounds,republican,12700,2700,10000,Mortgage Bankers Assn,SDS2,SD,41505
14,mike,rounds,republican,12600,12600,0,Daktronics Inc,SDS2,SD,41505
15,mike,rounds,republican,12300,7800,4500,Goldman Sachs,SDS2,SD,41505
16,mike,rounds,republican,11200,11200,0,Moyle Petroleum,SDS2,SD,41505
17,mike,rounds,republican,11200,11200,0,Nucor Corp                              ,SDS2,SD,41505
18,mike,rounds,republican,11200,11200,0,Bernard Marcus Family Foundation,SDS2,SD,41505
19,mike,rounds,republican,11000,1000,10000,Ernst & Young,SDS2,SD,41505
0,susan,collins,republican,115825,115825,0,Votesane PAC,MES2,ME,49703
1,susan,collins,republican,87321,87321,0,Blackstone Group,MES2,ME,49703
2,susan,collins,republican,62067,57067,5000,Republican Jewish Coalition,MES2,ME,49703
3,susan,collins,republican,49675,47175,2500,Goldman Sachs,MES2,ME,49703
4,susan,collins,republican,41866,24366,17500,Blue Cross/Blue Shield,MES2,ME,49703
5,susan,collins,republican,39348,39348,0,Sullivan & Cromwell,MES2,ME,49703
6,susan,collins,republican,37035,32035,5000,KKR & Co,MES2,ME,49703
7,susan,collins,republican,35600,35600,0,McNa Dental Plans,MES2,ME,49703
8,susan,collins,republican,34000,34000,0,Elliott Management,MES2,ME,49703
9,susan,collins,republican,33603,33603,0,General Dynamics,MES2,ME,49703
10,susan,collins,republican,32500,24000,8500,National Assn of Broadcasters,MES2,ME,49703
11,susan,collins,republican,31910,24410,7500,FedEx Corp,MES2,ME,49703
12,susan,collins,republican,29054,15554,13500,Raytheon Technologies,MES2,ME,49703
13,susan,collins,republican,27850,27850,0,NorPAC,MES2,ME,49703
14,susan,collins,republican,27400,27400,0,"Welsh, Carson et al                     ",MES2,ME,49703
15,susan,collins,republican,24522,19522,5000,Wells Fargo,MES2,ME,49703
16,susan,collins,republican,23400,23400,0,Kirkland & Ellis,MES2,ME,49703
17,susan,collins,republican,22800,22800,0,Neuberger Berman LLC,MES2,ME,49703
18,susan,collins,republican,22400,22400,0,Ashley Furniture,MES2,ME,49703
19,susan,collins,republican,22400,22400,0,Amscot Financial,MES2,ME,49703
0,patty,murray,democrat,97750,93550,4200,American Israel Public Affairs Cmte,WAS2,WA,49308
1,patty,murray,democrat,87839,80839,7000,Amazon.com,WAS2,WA,49308
2,patty,murray,democrat,68499,68499,0,Democracy Engine,WAS2,WA,49308
3,patty,murray,democrat,68096,58096,10000,Microsoft Corp,WAS2,WA,49308
4,patty,murray,democrat,59416,59416,0,University of Washington,WAS2,WA,49308
5,patty,murray,democrat,48133,38133,10000,EMILY's List,WAS2,WA,49308
6,patty,murray,democrat,32700,25200,7500,Apollo Global Management,WAS2,WA,49308
7,patty,murray,democrat,28349,20849,7500,Pfizer Inc,WAS2,WA,49308
8,patty,murray,democrat,27200,27200,0,Power Rogers LLP,WAS2,WA,49308
9,patty,murray,democrat,27100,27100,0,Palantir Technologies,WAS2,WA,49308
10,patty,murray,democrat,26900,21900,5000,Masimo Corp,WAS2,WA,49308
11,patty,murray,democrat,25800,20800,5000,JPMorgan Chase & Co,WAS2,WA,49308
12,patty,murray,democrat,24808,15808,9000,Boeing Co,WAS2,WA,49308
13,patty,murray,democrat,23200,23200,0,Freedom Road LLC (Colorado),WAS2,WA,49308
14,patty,murray,democrat,22662,12662,10000,Comcast Corp,WAS2,WA,49308
15,patty,murray,democrat,22600,18100,4500,"Baker, Donelson et al",WAS2,WA,49308
16,patty,murray,democrat,21900,16900,5000,Qualcomm Inc,WAS2,WA,49308
17,patty,murray,democrat,21604,21604,0,State of Washington,WAS2,WA,49308
18,patty,murray,democrat,21565,16165,5400,Trident Seafoods,WAS2,WA,49308
19,patty,murray,democrat,21500,21500,0,NorPAC,WAS2,WA,49308
0,jeanne,shaheen,democrat,164391,164391,0,Emily's List,NHS2,NH,40906
1,jeanne,shaheen,democrat,63956,63956,0,Dartmouth College,NHS2,NH,40906
2,jeanne,shaheen,democrat,55500,55500,0,Votesane PAC,NHS2,NH,40906
3,jeanne,shaheen,democrat,54612,54612,0,University of New Hampshire,NHS2,NH,40906
4,jeanne,shaheen,democrat,51805,51805,0,Capital Group,NHS2,NH,40906
5,jeanne,shaheen,democrat,46727,46727,0,Harvard University,NHS2,NH,40906
6,jeanne,shaheen,democrat,36941,36941,0,Democracy Engine,NHS2,NH,40906
7,jeanne,shaheen,democrat,35518,35518,0,State of New Hampshire,NHS2,NH,40906
8,jeanne,shaheen,democrat,34784,34784,0,University of California,NHS2,NH,40906
9,jeanne,shaheen,democrat,34325,34325,0,US Government,NHS2,NH,40906
10,jeanne,shaheen,democrat,33058,31988,1070,J Street,NHS2,NH,40906
11,jeanne,shaheen,democrat,30802,20802,10000,Comcast Corp,NHS2,NH,40906
12,jeanne,shaheen,democrat,28027,27027,1000,BAE Systems,NHS2,NH,40906
13,jeanne,shaheen,democrat,27236,27236,0,Dartmouth-Hitchcock Medical Center      ,NHS2,NH,40906
14,jeanne,shaheen,democrat,27001,24001,3000,FMR Corp,NHS2,NH,40906
15,jeanne,shaheen,democrat,26907,26907,0,Ropes & Gray,NHS2,NH,40906
16,jeanne,shaheen,democrat,26565,14065,12500,Blue Cross/Blue Shield,NHS2,NH,40906
17,jeanne,shaheen,democrat,26397,15397,11000,Raytheon Technologies,NHS2,NH,40906
18,jeanne,shaheen,democrat,25402,15402,10000,Microsoft Corp,NHS2,NH,40906
19,jeanne,shaheen,democrat,22400,22400,0,"Kleiner, Perkins et al                            ",NHS2,NH,40906
0,bill,hagerty,republican,108700,103700,5000,Rogers Group,TNS2,TN,42100
1,bill,hagerty,republican,61850,51850,10000,Apollo Global Management,TNS2,TN,42100
2,bill,hagerty,republican,60400,60400,0,State of Tennessee,TNS2,TN,42100
3,bill,hagerty,republican,59335,49335,10000,Fedex Corp,TNS2,TN,42100
4,bill,hagerty,republican,57150,57150,0,HCA Inc,TNS2,TN,42100
5,bill,hagerty,republican,45825,45825,0,Cerberus Capital Management,TNS2,TN,42100
6,bill,hagerty,republican,44000,44000,0,Hall Capital,TNS2,TN,42100
7,bill,hagerty,republican,42000,32000,10000,International Paper,TNS2,TN,42100
8,bill,hagerty,republican,40000,30000,10000,CoreCivic Inc,TNS2,TN,42100
9,bill,hagerty,republican,37925,37925,0,Asurion Corp,TNS2,TN,42100
10,bill,hagerty,republican,37695,37695,0,Vanderbilt University,TNS2,TN,42100
11,bill,hagerty,republican,33750,23750,10000,Acadia Healthcare,TNS2,TN,42100
12,bill,hagerty,republican,28800,18800,10000,Adams & Reese,TNS2,TN,42100
13,bill,hagerty,republican,25210,25210,0,Blackstone Group                        ,TNS2,TN,42100
14,bill,hagerty,republican,24300,19300,5000,AFLAC Inc,TNS2,TN,42100
15,bill,hagerty,republican,24100,14100,10000,Eastman Chemical,TNS2,TN,42100
16,bill,hagerty,republican,22400,22400,0,Mountain Group Partners,TNS2,TN,42100
17,bill,hagerty,republican,21800,21800,0,Thompson Machinery,TNS2,TN,42100
18,bill,hagerty,republican,21800,21800,0,"Waller, Lansden et al",TNS2,TN,42100
19,bill,hagerty,republican,21700,11700,10000,Ernst & Young,TNS2,TN,42100
0,cory,booker,democrat,39537,39537,0,United Airlines Holdings,NJS2,NJ,41308
1,cory,booker,democrat,33561,33561,0,Bain Capital,NJS2,NJ,41308
2,cory,booker,democrat,22763,22763,0,Comcast Corp,NJS2,NJ,41308
3,cory,booker,democrat,21753,21753,0,Lyft Inc,NJS2,NJ,41308
4,cory,booker,democrat,20005,10005,10000,Service Employees International Union,NJS2,NJ,41308
5,cory,booker,democrat,19860,19860,0,Kirkland & Ellis,NJS2,NJ,41308
6,cory,booker,democrat,19600,19600,0,Centerview Partners,NJS2,NJ,41308
7,cory,booker,democrat,19573,19573,0,Lowenstein Sandler Llp,NJS2,NJ,41308
8,cory,booker,democrat,18300,18300,0,William Blair & Co,NJS2,NJ,41308
9,cory,booker,democrat,17900,17900,0,Alphabet Inc,NJS2,NJ,41308
10,cory,booker,democrat,17725,17725,0,Goldman Sachs,NJS2,NJ,41308
11,cory,booker,democrat,17600,17600,0,NorPAC,NJS2,NJ,41308
12,cory,booker,democrat,16800,16800,0,"Kleiner, Perkins et al",NJS2,NJ,41308
13,cory,booker,democrat,16050,16050,0,Amc Networks,NJS2,NJ,41308
14,cory,booker,democrat,15201,15201,0,"Paul, Weiss et al",NJS2,NJ,41308
15,cory,booker,democrat,15000,0,15000,Motor City PAC,NJS2,NJ,41308
16,cory,booker,democrat,15000,0,15000,New Millennium PAC,NJS2,NJ,41308
17,cory,booker,democrat,14945,14945,0,Cole Schotz PC,NJS2,NJ,41308
18,cory,booker,democrat,14750,14750,0,Susman Godfrey Llp,NJS2,NJ,41308
19,cory,booker,democrat,13843,11343,2500,Planned Parenthood,NJS2,NJ,41308
0,brian,schatz,democrat,109400,109400,0,Votesane PAC,HIS1,HI,41112
1,brian,schatz,democrat,40925,40925,0,Democracy Engine,HIS1,HI,41112
2,brian,schatz,democrat,24200,14200,10000,DISH Network,HIS1,HI,41112
3,brian,schatz,democrat,13860,8860,5000,Dentons,HIS1,HI,41112
4,brian,schatz,democrat,13750,13750,0,Hawaii Pacific Health,HIS1,HI,41112
5,brian,schatz,democrat,13100,7100,6000,Rock Holdings,HIS1,HI,41112
6,brian,schatz,democrat,12750,8250,4500,National Assn of Broadcasters,HIS1,HI,41112
7,brian,schatz,democrat,12500,0,12500,Seafarers International Union,HIS1,HI,41112
8,brian,schatz,democrat,12400,3400,9000,Microsoft Corp,HIS1,HI,41112
9,brian,schatz,democrat,11600,11600,0,Technology Crossover Ventures,HIS1,HI,41112
10,brian,schatz,democrat,10500,500,10000,International Assn of Fire Fighters,HIS1,HI,41112
11,brian,schatz,democrat,10500,7000,3500,"Akin, Gump et al",HIS1,HI,41112
12,brian,schatz,democrat,10500,500,10000,Comcast Corp,HIS1,HI,41112
13,brian,schatz,democrat,10250,250,10000,Chugach Native Assn,HIS1,HI,41112
14,brian,schatz,democrat,10075,75,10000,General Dynamics,HIS1,HI,41112
15,brian,schatz,democrat,10000,0,10000,Deloitte LLP,HIS1,HI,41112
16,brian,schatz,democrat,10000,0,10000,Giddy Up PAC,HIS1,HI,41112
17,brian,schatz,democrat,10000,0,10000,Common Sense Colorado,HIS1,HI,41112
18,brian,schatz,democrat,10000,0,10000,American Airlines Group,HIS1,HI,41112
19,brian,schatz,democrat,10000,0,10000,American Hotel & Lodging Assn,HIS1,HI,41112
0,alex,padilla,democrat,135400,135400,0,Hueston Hennigan Llp,CAS1,CA,42104
1,alex,padilla,democrat,79700,69700,10000,Comcast Corp,CAS1,CA,42104
2,alex,padilla,democrat,71950,71950,0,"Cotchett, Pitre & McCarthy",CAS1,CA,42104
3,alex,padilla,democrat,71840,56840,15000,Edison International,CAS1,CA,42104
4,alex,padilla,democrat,63475,63475,0,Gallo Winery,CAS1,CA,42104
5,alex,padilla,democrat,41600,41600,0,"Dreyer, Babich et al                              ",CAS1,CA,42104
6,alex,padilla,democrat,40600,40600,0,Sv Angel LLC,CAS1,CA,42104
7,alex,padilla,democrat,38450,38450,0,"Robbins, Geller et al                   ",CAS1,CA,42104
8,alex,padilla,democrat,37600,37600,0,"Kleiner, Perkins et al",CAS1,CA,42104
9,alex,padilla,democrat,35200,35200,0,Kaiser Permanente,CAS1,CA,42104
10,alex,padilla,democrat,34800,34800,0,Parkia Inc,CAS1,CA,42104
11,alex,padilla,democrat,34100,29100,5000,Lyft Inc,CAS1,CA,42104
12,alex,padilla,democrat,33633,18633,15000,Blue Cross/Blue Shield,CAS1,CA,42104
13,alex,padilla,democrat,30905,30905,0,Democracy Engine,CAS1,CA,42104
14,alex,padilla,democrat,30700,28200,2500,Airbnb Inc,CAS1,CA,42104
15,alex,padilla,democrat,30400,20400,10000,General Atomics,CAS1,CA,42104
16,alex,padilla,democrat,29834,24200,5634,Masimo Corp,CAS1,CA,42104
17,alex,padilla,democrat,29000,29000,0,Advanced Nutrients,CAS1,CA,42104
18,alex,padilla,democrat,28500,28500,0,Capitol Advocacy,CAS1,CA,42104
19,alex,padilla,democrat,28200,28200,0,Live Nation Entertainment,CAS1,CA,42104
0,angus,king,other,88085,88085,0,JStreetPAC,MES1,ME,41300
1,angus,king,other,41300,31300,10000,Northrop Grumman,MES1,ME,41300
2,angus,king,other,35650,35650,0,Bath Iron Works,MES1,ME,41300
3,angus,king,other,32900,32900,0,Paloma Partners,MES1,ME,41300
4,angus,king,other,31853,21854,9999,League of Conservation Voters,MES1,ME,41300
5,angus,king,other,31500,21500,10000,General Dynamics,MES1,ME,41300
6,angus,king,other,27286,17286,10000,Unum Group,MES1,ME,41300
7,angus,king,other,27025,27025,0,"Bernstein, Shur et al",MES1,ME,41300
8,angus,king,other,27000,27000,0,Cooney & Conway,MES1,ME,41300
9,angus,king,other,22425,22425,0,Democracy Engine,MES1,ME,41300
10,angus,king,other,20535,20535,0,Bowdoin College,MES1,ME,41300
11,angus,king,other,18500,18500,0,Lee Auto Mall,MES1,ME,41300
12,angus,king,other,18100,8100,10000,Google Inc,MES1,ME,41300
13,angus,king,other,16950,16950,0,Drummond Woodsum,MES1,ME,41300
14,angus,king,other,14716,0,14716,National Assn of Realtors,MES1,ME,41300
15,angus,king,other,13700,3700,10000,Texas Instruments,MES1,ME,41300
16,angus,king,other,13450,13450,0,State of Maine,MES1,ME,41300
17,angus,king,other,13400,13400,0,Geiger,MES1,ME,41300
18,angus,king,other,13100,13100,0,Jay Cashman Inc,MES1,ME,41300
19,angus,king,other,12850,12850,0,Spectrum Medical Group,MES1,ME,41300
0,maria,cantwell,democrat,113400,113400,0,Morgan & Morgan,WAS1,WA,39310
1,maria,cantwell,democrat,110174,110174,0,Microsoft Corp,WAS1,WA,39310
2,maria,cantwell,democrat,105973,106010,-37,League of Conservation Voters,WAS1,WA,39310
3,maria,cantwell,democrat,62506,62506,0,Amazon.com,WAS1,WA,39310
4,maria,cantwell,democrat,62304,62304,0,University of Washington,WAS1,WA,39310
5,maria,cantwell,democrat,61192,61192,0,Boeing Co,WAS1,WA,39310
6,maria,cantwell,democrat,45756,45756,0,Emily's List,WAS1,WA,39310
7,maria,cantwell,democrat,41800,41800,0,Democracy Engine,WAS1,WA,39310
8,maria,cantwell,democrat,40130,40130,0,Zillow Inc,WAS1,WA,39310
9,maria,cantwell,democrat,27995,27995,0,K&L Gates,WAS1,WA,39310
10,maria,cantwell,democrat,25400,25400,0,Fisher Investments,WAS1,WA,39310
11,maria,cantwell,democrat,24569,24569,0,State of Washington,WAS1,WA,39310
12,maria,cantwell,democrat,21950,21950,0,Valve Corp,WAS1,WA,39310
13,maria,cantwell,democrat,21700,21700,0,"Orrick, Herrington & Sutcliffe",WAS1,WA,39310
14,maria,cantwell,democrat,21618,21618,0,Fedex Corp,WAS1,WA,39310
15,maria,cantwell,democrat,21200,21200,0,Novogradac & Co,WAS1,WA,39310
16,maria,cantwell,democrat,20750,20750,0,"Sonosky, Chambers et al",WAS1,WA,39310
17,maria,cantwell,democrat,20700,20700,0,Strategies 360,WAS1,WA,39310
18,maria,cantwell,democrat,19435,19435,0,Intellectual Ventures LLC,WAS1,WA,39310
19,maria,cantwell,democrat,19105,19105,0,Costco Wholesale,WAS1,WA,39310
0,john,thune,republican,177500,177500,0,Votesane PAC,SDS1,SD,29754
1,john,thune,republican,78500,78500,0,Sanford Health,SDS1,SD,29754
2,john,thune,republican,61100,59000,2100,American Israel Public Affairs Cmte,SDS1,SD,29754
3,john,thune,republican,46900,39400,7500,Apollo Global Management,SDS1,SD,29754
4,john,thune,republican,45600,38100,7500,Delta Air Lines,SDS1,SD,29754
5,john,thune,republican,44311,44311,0,NorPAC,SDS1,SD,29754
6,john,thune,republican,40000,40000,0,Capital Group,SDS1,SD,29754
7,john,thune,republican,36650,28150,8500,Fidelity Investments,SDS1,SD,29754
8,john,thune,republican,36550,26550,10000,Comcast Corp,SDS1,SD,29754
9,john,thune,republican,35000,30000,5000,Goldman Sachs,SDS1,SD,29754
10,john,thune,republican,34500,29500,5000,NextEra Energy,SDS1,SD,29754
11,john,thune,republican,33850,28850,5000,DISH Network,SDS1,SD,29754
12,john,thune,republican,32900,26900,6000,"Brownstein, Hyatt et al",SDS1,SD,29754
13,john,thune,republican,29800,20800,9000,HCA Inc,SDS1,SD,29754
14,john,thune,republican,28900,23900,5000,Fox Corp,SDS1,SD,29754
15,john,thune,republican,25300,20300,5000,Herzog,SDS1,SD,29754
16,john,thune,republican,25000,18750,6250,"Akin, Gump et al",SDS1,SD,29754
17,john,thune,republican,24550,24550,0,Democracy Engine,SDS1,SD,29754
18,john,thune,republican,24500,14500,10000,Poet LLC,SDS1,SD,29754
19,john,thune,republican,24250,14250,10000,Union Pacific Corp,SDS1,SD,29754
0,maggie,hassan,democrat,438722,428722,10000,EMILY's List,NHS1,NH,41702
1,maggie,hassan,democrat,406471,406471,0,Democracy Engine,NHS1,NH,41702
2,maggie,hassan,democrat,135999,135999,0,J Street,NHS1,NH,41702
3,maggie,hassan,democrat,104000,104000,0,Votesane PAC,NHS1,NH,41702
4,maggie,hassan,democrat,93779,88779,5000,Alphabet Inc,NHS1,NH,41702
5,maggie,hassan,democrat,91544,91544,0,Harvard University                      ,NHS1,NH,41702
6,maggie,hassan,democrat,71585,71585,0,University of California                ,NHS1,NH,41702
7,maggie,hassan,democrat,61650,51650,10000,American Israel Public Affairs Cmte,NHS1,NH,41702
